"var_star","estimate","se","df","t value","pval","conf.low","conf.high","effect","model","model_term_number"
"Self Sexual Attract.",0.103207050181042,0.025285437703054,493.874571054604,4.08167939954531,0.000052138220301209,0.0536485029497248,0.152765597412359,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.11"
"Study",-0.0152954938835659,0.0230708384135341,477.576660177075,-0.662979541939535,0.507663509450374,-0.0605135062672358,0.0299225185001041,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.12"
"Study * Partner Sexual Attract.",-0.0203229902822914,0.023705914557072,481.467903781086,-0.857296192195575,0.39170773060113,-0.0667857290347363,0.0261397484701534,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.13"
"Study * Probability of Conception (mean)",0.00143578040157628,0.0210972489757963,517.631798077138,0.0680553376046078,0.945767862802086,-0.039914067763859,0.0427856285670116,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.14"
"Study * Probability of Conception (mean) * Partner Sexual Attract.",0.0252472065148683,0.0226436983699644,515.229282787875,1.11497716063721,0.265380005343843,-0.0191336267670504,0.0696280397967869,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.15"
"Study * Probability of Conception (mean) * Self Sexual Attract.",-0.00347821794585433,0.0234431807525159,501.238788941959,-0.148368004434767,0.882112017376163,-0.0494260079038482,0.0424695720121395,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.16"
"Study * Probability of Conception (WW)",-0.00363956300897161,0.00903413049610161,430.055553509935,-0.402868102308479,0.687245451378574,-0.0213461334129657,0.0140670073950225,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.17"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",-0.0163802906576482,0.0091748684653,432.887948775257,-1.78534337790232,0.0749056382438693,-0.0343627024125285,0.00160212109723208,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.18"
"Study * Probability of Conception (WW) * Self Sexual Attract.",0.0140903610087492,0.00949220041978618,422.049200223521,1.48441461258849,0.138445410458288,-0.00451400994806765,0.0326947319655661,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.19"
"Study * Self Sexual Attract.",0.0303957973886097,0.0245970488082605,475.428965149513,1.23574976923255,0.217161827195298,-0.0178135324015546,0.0786051271787741,"fixed","S2_PRCPSMSy","S2_PRCPSMSy.20"
"(Intercept)",0.018465162375855,0.0235818513968868,505.677067501748,0.783024286985912,0.433979400750157,-0.0277544170508187,0.0646847418025288,"fixed","S2_HPSMSy","S2_HPSMSy.1"
"Menses",-0.207427855474233,0.0258818627075319,11381.2510017179,-8.01440985211121,0.00000000000000121462295150636,-0.258155374233806,-0.15670033671466,"fixed","S2_HPSMSy","S2_HPSMSy.2"
"Menses * Partner Sexual Attract.",-0.0853110961444767,0.0263113791783259,11539.6320792998,-3.24236504541548,0.00118878776575527,-0.136880451717573,-0.0337417405713809,"fixed","S2_HPSMSy","S2_HPSMSy.3"
"Estradiol (mean)",0.0183991016707374,0.0292250715755069,496.96510039036,0.629565666698227,0.529268106655671,-0.0388809860628613,0.0756791894043361,"fixed","S2_HPSMSy","S2_HPSMSy.4"
"Estradiol (mean) * Partner Sexual Attract.",0.0308946566093805,0.0319472742943954,493.18113255953,0.967051408664323,0.333992312205391,-0.0317208504118566,0.0935101636306177,"fixed","S2_HPSMSy","S2_HPSMSy.5"
"Estradiol (mean) * Self Sexual Attract.",0.00665239980189862,0.0330183068347895,482.1962142023,0.201476103398778,0.840411276017754,-0.0580622924247816,0.0713670920285788,"fixed","S2_HPSMSy","S2_HPSMSy.6"
"Estradiol (WW)",0.0406465893136221,0.0129785655993278,658.117453049352,3.13182446877854,0.00181425774508815,0.0152090681679492,0.0660841104592951,"fixed","S2_HPSMSy","S2_HPSMSy.7"
"Estradiol (WW) * Partner Sexual Attract.",-0.00797019620725194,0.0133403429109395,688.947231355889,-0.597450624804863,0.55040287247474,-0.0341167878541076,0.0181763954396037,"fixed","S2_HPSMSy","S2_HPSMSy.8"
"Estradiol (WW) * Self Sexual Attract.",0.0341846602149675,0.0124044135726453,427.497178144826,2.75584653919898,0.00610437570461504,0.00987245636324285,0.0584968640666921,"fixed","S2_HPSMSy","S2_HPSMSy.9"
"Partner Sexual Attract.",0.0810401639328609,0.0245709613103259,507.855164395842,3.29820892676283,0.00104124924884158,0.0328819646990951,0.129198363166627,"fixed","S2_HPSMSy","S2_HPSMSy.10"
"Progesterone (mean)",0.0131008749547317,0.0299329854530849,508.257101798783,0.437673514900985,0.661808897391616,-0.045566698483076,0.0717684483925394,"fixed","S2_HPSMSy","S2_HPSMSy.11"
"Progesterone (mean) * Partner Sexual Attract.",0.0250273936970624,0.0325095118270145,508.247735861675,0.769848339471689,0.441747516331089,-0.038690078638865,0.0887448660329898,"fixed","S2_HPSMSy","S2_HPSMSy.12"
"Progesterone (mean) * Self Sexual Attract.",-0.0230452070589476,0.0344144908506168,491.964561079131,-0.669636728289258,0.503403549832274,-0.0904963696724397,0.0444059555545444,"fixed","S2_HPSMSy","S2_HPSMSy.13"
"Progesterone (WW)",-0.0792105473674398,0.010841704237542,428.861387003943,-7.3060974208422,0.00000000000135265857842141,-0.100459897204057,-0.0579611975308221,"fixed","S2_HPSMSy","S2_HPSMSy.14"
"Progesterone (WW) * Partner Sexual Attract.",-0.0320539875228846,0.0109748730630431,424.918247409723,-2.9206704568478,0.00367883716412549,-0.0535643434613478,-0.0105436315844215,"fixed","S2_HPSMSy","S2_HPSMSy.15"
"Progesterone (WW) * Self Sexual Attract.",-0.0040830243386876,0.0116175740266286,425.320703639752,-0.351452405582175,0.72542301203506,-0.0268530510186076,0.0186870023412323,"fixed","S2_HPSMSy","S2_HPSMSy.16"
"Self Sexual Attract.",0.0874274038498712,0.0250660387002892,469.000578503787,3.48788274426715,0.00053273241606669,0.0382988707622173,0.136555936937525,"fixed","S2_HPSMSy","S2_HPSMSy.17"
"Study",-0.0189336944397402,0.0231343092725262,471.149072182945,-0.818424886461837,0.413528351783223,-0.0642761074211025,0.026408718541622,"fixed","S2_HPSMSy","S2_HPSMSy.18"
"Study * Estradiol (mean)",0.00135195250264725,0.0289542294455415,498.671464630468,0.0466927467432719,0.962776804262112,-0.0553972944107232,0.0581011994160177,"fixed","S2_HPSMSy","S2_HPSMSy.19"
"Study * Estradiol (mean) * Partner Sexual Attract.",0.0262476356629587,0.031499532626935,494.965743823158,0.833270638451142,0.405094019658334,-0.0354903138156782,0.0879855851415956,"fixed","S2_HPSMSy","S2_HPSMSy.20"
"Study * Estradiol (mean) * Self Sexual Attract.",0.00316212804510823,0.0320501142732925,483.929241306816,0.0986619897247372,0.921447502767409,-0.0596549416309381,0.0659791977211546,"fixed","S2_HPSMSy","S2_HPSMSy.21"
"Study * Estradiol (WW)",0.00514754022187082,0.0116588950183252,442.619888618174,0.441511842569988,0.659058096171577,-0.01770347411358,0.0279985545573217,"fixed","S2_HPSMSy","S2_HPSMSy.22"
"Study * Estradiol (WW) * Partner Sexual Attract.",-0.0233575417046029,0.0119397200159832,456.868741868886,-1.95628889733889,0.0510399972849217,-0.046758962921422,0.0000438795122161897,"fixed","S2_HPSMSy","S2_HPSMSy.23"
"Study * Estradiol (WW) * Self Sexual Attract.",0.0173653582718808,0.0121884315880473,429.736645952681,1.42474100514378,0.154957887139218,-0.00652352866872231,0.0412542452124839,"fixed","S2_HPSMSy","S2_HPSMSy.24"
"Study * Partner Sexual Attract.",-0.0255059853331607,0.0241934287710808,475.828005983235,-1.05425260613117,0.292302302714655,-0.0729242343870141,0.0219122637206928,"fixed","S2_HPSMSy","S2_HPSMSy.25"
"Study * Progesterone (mean)",-0.0269996972509192,0.0295823954771465,509.097822305051,-0.912694756980633,0.361835102224149,-0.0849801269625469,0.0309807324607085,"fixed","S2_HPSMSy","S2_HPSMSy.26"
"Study * Progesterone (mean) * Partner Sexual Attract.",-0.0466354963226642,0.0317019912960804,510.338977640883,-1.47105889617824,0.141891498457122,-0.108770257501184,0.0154992648558556,"fixed","S2_HPSMSy","S2_HPSMSy.27"
"Study * Progesterone (mean) * Self Sexual Attract.",0.00657395194618082,0.0330433194452116,494.077698674466,0.198949501943379,0.842384088750551,-0.058189764096086,0.0713376679884477,"fixed","S2_HPSMSy","S2_HPSMSy.28"
"Study * Progesterone (WW)",0.012294655984866,0.0108198246556151,427.513961781092,1.13630824677787,0.256464137696032,-0.00891181065917814,0.03350112262891,"fixed","S2_HPSMSy","S2_HPSMSy.29"
"Study * Progesterone (WW) * Partner Sexual Attract.",0.0182995709258053,0.0109636103537796,425.05524302974,1.66911905251145,0.0958300998182309,-0.00318871050813311,0.0397878523597437,"fixed","S2_HPSMSy","S2_HPSMSy.30"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.0150610967387345,0.0114149684798319,426.960890757387,-1.31941641059672,0.187737026153253,-0.037434023843865,0.00731183036639589,"fixed","S2_HPSMSy","S2_HPSMSy.31"
"Study * Self Sexual Attract.",0.034300985528384,0.0246230765289601,469.331857300805,1.39304223369656,0.164266469447463,-0.0139593576569514,0.0825613287137194,"fixed","S2_HPSMSy","S2_HPSMSy.32"
"(Intercept)",0.0180092965721016,0.0235893912018461,504.775704739331,0.763448976618448,0.44555234761656,-0.0282250606007427,0.064243653744946,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.1"
"Menses",-0.208282462433428,0.0259720430867172,12024.3522708484,-8.01948702063987,0.00000000000000115994726170164,-0.259186731488317,-0.15737819337854,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.2"
"Menses * Partner Sexual Attract.",-0.0803348452341612,0.0264199740495668,12029.4582264715,-3.04068600080546,0.0023654766876376,-0.132117042843795,-0.0285526476245275,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.3"
"Estradiol (mean)",0.00552757834847351,0.0305714172320076,485.294056202123,0.180808704631667,0.856593213814473,-0.0543912983826085,0.0654464550795555,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.4"
"Estradiol (mean) * Partner Sexual Attract.",0.024964156669307,0.0334792014195728,483.994692049624,0.745661652930357,0.456233804746601,-0.0406538723442179,0.0905821856828318,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.5"
"Estradiol (mean) * Self Sexual Attract.",0.0128011453009396,0.0346281039393363,475.180365929439,0.369675028218856,0.711789331027524,-0.0550686912730691,0.0806709818749483,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.6"
"Estradiol (WW)",0.0401805569967848,0.0108192198503392,11965.4763541858,3.71381278434092,0.000205087722567943,0.0189752757492991,0.0613858382442704,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.7"
"Estradiol (WW) * Partner Sexual Attract.",-0.00490515487247767,0.0111753857448106,11956.9776397226,-0.438924882280275,0.660723897560402,-0.0268085084456488,0.0169981987006935,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.8"
"Estradiol (WW) * Self Sexual Attract.",0.0330588237133832,0.00974920640033533,11790.1312451284,3.39092458974365,0.000698858942994998,0.0139507302908786,0.0521669171358878,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.9"
"Partner Sexual Attract.",0.0794795992400468,0.0246378780780531,503.097786570602,3.22591089168696,0.00133744404808897,0.0311902455515739,0.12776895292852,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.10"
"Progesterone (mean)",0.0365268783150801,0.0312318659631062,493.697965359051,1.16953877678102,0.242750950142208,-0.0246864541425905,0.0977402107727507,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.11"
"Progesterone (mean) * Partner Sexual Attract.",0.0179659682494932,0.0339534127440049,494.598066080307,0.52913585991928,0.596948596610445,-0.0485814978809796,0.084513434379966,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.12"
"Progesterone (mean) * Self Sexual Attract.",-0.0214189475688263,0.036032287091805,483.41683565717,-0.594437636285867,0.552497537448325,-0.0920409325493716,0.0492030374117189,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.13"
"Progesterone (WW)",-0.0786445727294805,0.0109001396879667,788.323655569833,-7.21500595229073,0.00000000000126815922723794,-0.100008453944351,-0.05728069151461,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.14"
"Progesterone (WW) * Partner Sexual Attract.",-0.0326812145262591,0.0110421552531467,778.61291528944,-2.95967714427362,0.00317304712942746,-0.0543234411341263,-0.0110389879183919,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.15"
"Progesterone (WW) * Self Sexual Attract.",-0.00416574641856581,0.0116738061823992,781.629449865194,-0.356845604036717,0.721303706914983,-0.0270459860985693,0.0187144932614377,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.16"
"Self Sexual Attract.",0.0875637387377812,0.0250991857185126,466.187633341393,3.48870834774517,0.000531415798019131,0.0383702386882145,0.136757238787348,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.17"
"Study",-0.0191990244716473,0.023143893395558,470.021378756023,-0.829550332932843,0.407214168755529,-0.0645602219889754,0.0261621730456807,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.18"
"Study * Estradiol (mean)",0.0119063865676861,0.0302699115532377,486.060585852442,0.393340646098207,0.694240370174456,-0.0474215498918726,0.0712343230272447,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.19"
"Study * Estradiol (mean) * Partner Sexual Attract.",0.0256280980563602,0.0329877271951512,484.677946013995,0.776897962831681,0.437597965968556,-0.0390266591779686,0.0902828552906889,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.20"
"Study * Estradiol (mean) * Self Sexual Attract.",0.00868763455185325,0.0335968759175697,476.159038222158,0.258584594983428,0.796067508434665,-0.0571610322396445,0.074536301343351,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.21"
"Study * Estradiol (WW)",0.00356850426099953,0.00921786633889386,11758.8461313109,0.387129095801984,0.698667644441095,-0.0144981817775365,0.0216351902995356,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.22"
"Study * Estradiol (WW) * Partner Sexual Attract.",-0.0219817811239961,0.00948462945906917,11748.0700889884,-2.31762149685006,0.020486995774785,-0.0405713132704792,-0.00339224897751286,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.23"
"Study * Estradiol (WW) * Self Sexual Attract.",0.0180652106946228,0.00958791263644347,11788.0898632156,1.88416513370775,0.0595672284359826,-0.000726752759722921,0.0368571741489684,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.24"
"Study * Partner Sexual Attract.",-0.0247462242259634,0.0242603870075622,470.865952107556,-1.0200259467522,0.308239943120787,-0.0722957090117888,0.022803260559862,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.25"
"Study * Progesterone (mean)",-0.0298151169419743,0.0308607085903769,494.232912707437,-0.966119000626946,0.334457136725213,-0.0903009943164989,0.0306707604325502,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.26"
"Study * Progesterone (mean) * Partner Sexual Attract.",-0.0433083843148978,0.0330923647132885,495.850867161201,-1.30871228726386,0.191238056121907,-0.108168227316207,0.0215514586864118,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.27"
"Study * Progesterone (mean) * Self Sexual Attract.",0.00620679849686277,0.0345795638817427,484.756444862003,0.179493255556639,0.85762541328081,-0.061567901312455,0.0739814983061805,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.28"
"Study * Progesterone (WW)",0.0128702386181698,0.0108776472892513,784.988338683678,1.18318219702596,0.237095148786831,-0.00844955830529252,0.0341900355416321,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.29"
"Study * Progesterone (WW) * Partner Sexual Attract.",0.0176493768804545,0.011030814770463,778.103397974974,1.60000664028136,0.110003031057944,-0.0039706227897855,0.0392693765506945,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.30"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.0156156165171855,0.0114687902748438,784.968778455124,-1.36157486037891,0.173722754898219,-0.0380940324021225,0.00686279936775156,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.31"
"Study * Self Sexual Attract.",0.0351107990768258,0.0246577121093889,466.373361587203,1.42392769130664,0.155136103210569,-0.0132174285987335,0.0834390267523852,"fixed","S2_HPSMSy_e","S2_HPSMSy_e.32"
"(Intercept)",0.0461297779880278,0.0236166461484657,491.833583666782,1.95327387716417,0.0513537715853913,-0.000157997898591479,0.0924175538746471,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.1"
"Menses",-0.293573699673276,0.0206738479438338,11847.1060466956,-14.2002446990444,0.00000000000000000000000000000000000000000000215062041513501,-0.334093697065048,-0.253053702281505,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.2"
"Menses * Self Sexual Attract.",-0.0565488893455307,0.0209215964073976,11835.3095323102,-2.70289552691762,0.0068836441657927,-0.0975544648031125,-0.0155433138879488,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.3"
"Partner Sexual Attract.",0.132027716146927,0.0240317352932673,471.967627610971,5.49389024703164,0.0000000644034783401938,0.0849263804861232,0.179129051807731,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.4"
"Probability of Conception (mean)",0.0348884208510193,0.0225222262124827,489.445749153277,1.54906626555783,0.122012122502405,-0.00925433137711075,0.0790311730791494,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.5"
"Probability of Conception (mean) * Partner Sexual Attract.",0.020834786995047,0.0243798383049482,490.614924938296,0.854590860465975,0.393194789418918,-0.0269488180315614,0.0686183920216554,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.6"
"Probability of Conception (mean) * Self Sexual Attract.",-0.00305977339987871,0.0255619523027931,477.87466201668,-0.119700301590203,0.904770866708653,-0.0531602792878838,0.0470407324881264,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.7"
"Probability of Conception (WW)",0.108835977545977,0.0111739141771762,496.390664539095,9.74018377269132,0.0000000000000000000124365519134847,0.0869355081923702,0.130736446899584,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.8"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.00546357588050537,0.0111267196091347,460.791443224065,-0.491032044702548,0.623637556483033,-0.0272715455804851,0.0163443938194743,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.9"
"Probability of Conception (WW) * Self Sexual Attract.",0.0119104527816935,0.011945920437763,487.300336343827,0.997030981726834,0.319244295400528,-0.0115031210385029,0.0353240266018899,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.10"
"Self Sexual Attract.",0.111016767928999,0.0255749051504514,484.412118067689,4.34084768940149,0.0000172898958759653,0.0608908749260865,0.161142660931912,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.11"
"Study",0.0129851400136466,0.0233174058926292,470.607280278073,0.556886133622236,0.577869961232883,-0.0327161357488087,0.058686415776102,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.12"
"Study * Partner Sexual Attract.",-0.0318382422068028,0.0239931796254598,472.804116866638,-1.3269705267833,0.185158906471179,-0.0788640101473042,0.0151875257336986,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.13"
"Study * Probability of Conception (mean)",-0.00375988414736378,0.0221562337980132,490.496135625339,-0.169698703382564,0.865317059728624,-0.0471853044245188,0.0396655361297912,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.14"
"Study * Probability of Conception (mean) * Partner Sexual Attract.",0.0276101030608682,0.0238602938541348,492.070769435374,1.15715687449858,0.247769680454871,-0.0191552135537784,0.0743754196755147,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.15"
"Study * Probability of Conception (mean) * Self Sexual Attract.",0.000501032113364248,0.0247056232840252,479.432043383052,0.0202800839146696,0.983828380456378,-0.0479210997389394,0.0489231639656679,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.16"
"Study * Probability of Conception (WW)",0.00603163529937008,0.010962805873918,463.754438101627,0.550190833326727,0.582453381856749,-0.0154550693830134,0.0275183399817535,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.17"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",0.0126957064162142,0.0111302036770515,464.139838799033,1.1406535571663,0.2546023413849,-0.009119091931402,0.0345105047638305,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.18"
"Study * Probability of Conception (WW) * Self Sexual Attract.",0.016513322372475,0.0115337621275536,457.348344816289,1.43173772701844,0.152901918113921,-0.0060924360037821,0.0391190807487321,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.19"
"Study * Self Sexual Attract.",0.0472342381777675,0.024888605025649,467.016353736854,1.89782585761999,0.0583354141099635,-0.00154653129794713,0.0960150076534822,"fixed","GN_PRCPSMSy","GN_PRCPSMSy.20"
"(Intercept)",0.0635260461714674,0.0239981387076661,496.799140767803,2.64712388511923,0.00837576374478324,0.0164905586084452,0.11056153373449,"fixed","GN_HPSMSy","GN_HPSMSy.1"
"Menses",-0.388849473560916,0.0254974419463507,11698.6000718562,-15.2505288326216,0.00000000000000000000000000000000000000000000000000051610699543762,-0.438823541473665,-0.338875405648168,"fixed","GN_HPSMSy","GN_HPSMSy.2"
"Estradiol (mean)",0.0446963340147025,0.0310943393660335,478.594300305832,1.43744279267523,0.151245684368482,-0.0162474512657891,0.105640119295194,"fixed","GN_HPSMSy","GN_HPSMSy.3"
"Estradiol (mean) * Partner Sexual Attract.",0.0251879821755264,0.0340798452598891,477.103512440198,0.739087339846929,0.460217415217372,-0.0416072871325543,0.0919832514836072,"fixed","GN_HPSMSy","GN_HPSMSy.4"
"Estradiol (mean) * Self Sexual Attract.",0.00867682163252377,0.0352558119356799,469.414488337151,0.24611039020612,0.805704357094426,-0.0604233000071261,0.0777769432721736,"fixed","GN_HPSMSy","GN_HPSMSy.5"
"Estradiol (WW)",0.0761424119223158,0.0143017413827904,642.698511949963,5.3239958606677,0.000000140482716042874,0.0481115138958407,0.104173309948791,"fixed","GN_HPSMSy","GN_HPSMSy.6"
"Estradiol (WW) * Partner Sexual Attract.",-0.010362791097511,0.013404026708964,471.687300383244,-0.773110299055193,0.439844350694029,-0.0366342006948934,0.0159086184998714,"fixed","GN_HPSMSy","GN_HPSMSy.7"
"Estradiol (WW) * Self Sexual Attract.",0.033843896415861,0.0140010693612816,453.312607955715,2.41723653690714,0.0160325338962309,0.00640230472270185,0.0612854881090201,"fixed","GN_HPSMSy","GN_HPSMSy.8"
"Partner Sexual Attract.",0.134956458173247,0.0246905396990365,464.709780173632,5.46591770849438,0.0000000752674219535236,0.0865638896042791,0.183349026742215,"fixed","GN_HPSMSy","GN_HPSMSy.9"
"Progesterone (mean)",-0.0514773312545461,0.031777558119574,485.264335388458,-1.61992721595677,0.105897549081899,-0.113760200685539,0.0108055381764473,"fixed","GN_HPSMSy","GN_HPSMSy.10"
"Progesterone (mean) * Partner Sexual Attract.",-0.0319495604095964,0.0345436451080084,486.294994816097,-0.924904141114783,0.355474501614559,-0.0996538607160262,0.0357547398968333,"fixed","GN_HPSMSy","GN_HPSMSy.11"
"Progesterone (mean) * Self Sexual Attract.",-0.00975814594185349,0.0366871256163153,476.561734464976,-0.265982842153049,0.790367455109488,-0.0816635908461283,0.0621472989624213,"fixed","GN_HPSMSy","GN_HPSMSy.12"
"Progesterone (WW)",-0.140712403251082,0.0137390878639766,469.274141839505,-10.2417572872523,0.000000000000000000000236619344885367,-0.167640520644908,-0.113784285857257,"fixed","GN_HPSMSy","GN_HPSMSy.13"
"Progesterone (WW) * Partner Sexual Attract.",0.00624292298974443,0.0139192590857319,462.250896604914,0.448509719611715,0.653995535272784,-0.021038323509772,0.0335241694892609,"fixed","GN_HPSMSy","GN_HPSMSy.14"
"Progesterone (WW) * Self Sexual Attract.",-0.0110620269359738,0.0147354549364814,467.227752682615,-0.750708205729495,0.453206182527358,-0.0399429879072903,0.0178189340353427,"fixed","GN_HPSMSy","GN_HPSMSy.15"
"Self Sexual Attract.",0.0978166839440607,0.0255760306048162,461.419630669462,3.82454515540191,0.000149021247174765,0.0476885850911269,0.147944782796995,"fixed","GN_HPSMSy","GN_HPSMSy.16"
"Study",0.0118931452524956,0.0235752912462674,464.736148819386,0.504475008527353,0.614166716696271,-0.0343135765152309,0.0580998670202221,"fixed","GN_HPSMSy","GN_HPSMSy.17"
"Study * Estradiol (mean)",-0.0116932324337716,0.0307896060102012,479.211577183186,-0.37977856650382,0.704278041939999,-0.0720397513119439,0.0486532864444007,"fixed","GN_HPSMSy","GN_HPSMSy.18"
"Study * Estradiol (mean) * Partner Sexual Attract.",0.0181318166935528,0.0335798212541431,477.726747366163,0.539961679853066,0.589475065174982,-0.0476834235718603,0.083947056958966,"fixed","GN_HPSMSy","GN_HPSMSy.19"
"Study * Estradiol (mean) * Self Sexual Attract.",0.0118253390216871,0.0342055847992185,470.270863863774,0.3457136924014,0.729712489444046,-0.055216375254912,0.0788670532982861,"fixed","GN_HPSMSy","GN_HPSMSy.20"
"Study * Estradiol (WW)",0.00791235196768783,0.0131291242832712,466.060905998043,0.602656490788922,0.547030347079006,-0.0178202587760739,0.0336449627114496,"fixed","GN_HPSMSy","GN_HPSMSy.21"
"Study * Estradiol (WW) * Partner Sexual Attract.",0.00848512772029602,0.0134154247620259,476.033081971689,0.632490425820454,0.527370137585154,-0.0178086216505816,0.0347788770911736,"fixed","GN_HPSMSy","GN_HPSMSy.22"
"Study * Estradiol (WW) * Self Sexual Attract.",0.0142677296262158,0.0137547898152663,455.35862175078,1.03729172294441,0.300150425968994,-0.0126911630266245,0.0412266222790561,"fixed","GN_HPSMSy","GN_HPSMSy.23"
"Study * Partner Sexual Attract.",-0.0253213670176449,0.0247278474949346,465.247199931972,-1.02400206984583,0.306366425992301,-0.0737870575229157,0.0231443234876258,"fixed","GN_HPSMSy","GN_HPSMSy.24"
"Study * Progesterone (mean)",-0.00781852423842494,0.0313985567534853,485.702229682261,-0.249009032479082,0.803459056188837,-0.0693585646417931,0.0537215161649432,"fixed","GN_HPSMSy","GN_HPSMSy.25"
"Study * Progesterone (mean) * Partner Sexual Attract.",-0.0034792305426288,0.0336660520785125,487.406528194505,-0.103345368043598,0.917731377000225,-0.0694634801181631,0.0625050190329055,"fixed","GN_HPSMSy","GN_HPSMSy.26"
"Study * Progesterone (mean) * Self Sexual Attract.",0.00674761716685389,0.0352056767355122,477.747656776438,0.191662759888025,0.848087810039212,-0.0622542412861096,0.0757494756198174,"fixed","GN_HPSMSy","GN_HPSMSy.27"
"Study * Progesterone (WW)",-0.00830082302463878,0.0137154771346428,469.086235280978,-0.60521576778925,0.545328313038617,-0.0351826642393214,0.0185810181900438,"fixed","GN_HPSMSy","GN_HPSMSy.28"
"Study * Progesterone (WW) * Partner Sexual Attract.",-0.0126674101274962,0.0139165779375037,464.8211306569,-0.910238866507471,0.363168310374129,-0.0399434016730481,0.0146085814180557,"fixed","GN_HPSMSy","GN_HPSMSy.29"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.0282169922630337,0.0144727196244391,468.685254072184,-1.94966758116323,0.051811717061503,-0.0565830014852803,0.000149016959212878,"fixed","GN_HPSMSy","GN_HPSMSy.30"
"Study * Self Sexual Attract.",0.0464674181130552,0.0251272578092464,461.524779498789,1.84928329489085,0.0650561257458022,-0.00278110222332063,0.0957159384494311,"fixed","GN_HPSMSy","GN_HPSMSy.31"
"(Intercept)",0.0858943356938462,0.0276900703740263,438.351877711071,3.1019905162255,0.002046422775343,0.0316227950313752,0.140165876356317,"fixed","S1_PRCPSMSy","S1_PRCPSMSy.1"
"Menses",-0.289350333230623,0.0214781383665408,10771.7180608342,-13.4718534862119,0.0000000000000000000000000000000000000000491882536743924,-0.331446710884011,-0.247253955577236,"fixed","S1_PRCPSMSy","S1_PRCPSMSy.2"
"Menses * Self Sexual Attract.",-0.118767229379643,0.0228152853255384,10741.0127160088,-5.2055991272965,0.000000196943882211766,-0.163484366914704,-0.0740500918445829,"fixed","S1_PRCPSMSy","S1_PRCPSMSy.3"
